epoch, train_loss, test_loss, x_train.min, x_train.max, x_train.mean, x_train.var, x_test.min, x_test.max, x_test.mean, x_test.var, y_train.min, y_train.max, y_train.mean, y_train.var, y_test.min, y_test.max, y_test.mean, y_test.var, z_train.min, z_train.max, z_train.mean, z_train.var, z_test.min, z_test.max, z_test.mean, z_test.var, z_train[0].min, z_train[0].max, z_train[0].mean, z_train[0].var, z_train[1].min, z_train[1].max, z_train[1].mean, z_train[1].var, z_train[2].min, z_train[2].max, z_train[2].mean, z_train[2].var, z_train[3].min, z_train[3].max, z_train[3].mean, z_train[3].var, z_train[4].min, z_train[4].max, z_train[4].mean, z_train[4].var, z_train[5].min, z_train[5].max, z_train[5].mean, z_train[5].var, z_train[6].min, z_train[6].max, z_train[6].mean, z_train[6].var, z_train[7].min, z_train[7].max, z_train[7].mean, z_train[7].var, z_train[8].min, z_train[8].max, z_train[8].mean, z_train[8].var, z_train[9].min, z_train[9].max, z_train[9].mean, z_train[9].var
11, 0.0002147518074692689, 0.00022486451638453617, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.615651845932007, 2.674170732498169, 0.005021857563406229, 0.006746415514498949, -2.5277867317199707, 2.5801329612731934, 0.004989598877727985, 0.006651402451097965, 0.0, 4.086005687713623, 0.48132017254829407, 0.8200984597206116, 0.0, 3.8672194480895996, 0.4768913984298706, 0.8085153698921204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.11271595954895, 4.086005687713623, 2.9297187328338623, 0.1089065819978714, 0.430164635181427, 1.4155992269515991, 0.9325714111328125, 0.025563573464751244, 0.48625749349594116, 1.4047472476959229, 0.9509111046791077, 0.026030855253338814
12, 0.00020732771609039083, 0.000218162318309239, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.610198974609375, 2.673696756362915, 0.004865261726081371, 0.006692357826977968, -2.5112483501434326, 2.5700550079345703, 0.0048303985968232155, 0.006597593892365694, 0.0, 4.026376247406006, 0.4665253460407257, 0.7818602919578552, 0.0, 3.7952024936676025, 0.4619362950325012, 0.7710137367248535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.054278612136841, 4.026376247406006, 2.856654644012451, 0.10912974923849106, 0.25742077827453613, 1.443921685218811, 0.8871396780014038, 0.036545637995004654, 0.2856140434741974, 1.5491108894348145, 0.9214590191841125, 0.052807699888944626
13, 0.00019729761591340167, 0.0002075276560929975, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6412155628204346, 2.6979117393493652, 0.004869488999247551, 0.006727306172251701, -2.5330231189727783, 2.588287591934204, 0.004831940401345491, 0.006632727570831776, 0.0, 3.9840219020843506, 0.4547537863254547, 0.755865216255188, 0.0, 3.7412145137786865, 0.44996654987335205, 0.745888888835907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9945428371429443, 3.9840219020843506, 2.8013157844543457, 0.11027973890304565, 0.15076546370983124, 1.521513819694519, 0.8901032209396362, 0.04726530611515045, 0.08494015783071518, 1.7330018281936646, 0.8561186790466309, 0.09652505069971085
14, 0.00019100175427965728, 0.0002026803494805879, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6533381938934326, 2.7063982486724854, 0.00490488251671195, 0.006729323882609606, -2.5361411571502686, 2.591317892074585, 0.004863546695560217, 0.006633243057876825, 0.0, 3.9182381629943848, 0.4402579963207245, 0.7279546856880188, 0.0, 3.6789822578430176, 0.435282438993454, 0.7184216976165771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.906861424446106, 3.9182381629943848, 2.745514392852783, 0.11027456820011139, 0.046045031398534775, 1.54108464717865, 0.8654730916023254, 0.05611313134431839, 0.0, 1.888283133506775, 0.7915921807289124, 0.13791969418525696
15, 0.0001909419959524601, 0.00020249115837438835, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6408286094665527, 2.689542531967163, 0.004952527116984129, 0.006695640739053488, -2.516951084136963, 2.570561170578003, 0.004908276256173849, 0.0065972162410616875, 0.0, 3.820051431655884, 0.42724356055259705, 0.6913660764694214, 0.0, 3.591238498687744, 0.4221484065055847, 0.6819222569465637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8212394714355469, 3.820051431655884, 2.671708822250366, 0.10766132175922394, 0.0, 1.519689679145813, 0.8343684673309326, 0.06015734374523163, 0.0, 1.9831300973892212, 0.7663583159446716, 0.1497092992067337
16, 0.00018835397119202265, 0.00019949545129770185, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.663527727127075, 2.700857639312744, 0.004774694796651602, 0.006745550781488419, -2.5396909713745117, 2.5859785079956055, 0.004730754066258669, 0.0066465334966778755, 0.0, 3.7422924041748047, 0.4180164337158203, 0.6630398035049438, 0.0, 3.525946617126465, 0.41289153695106506, 0.6540436744689941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012694132514297962, 1.2900541150884237e-05, 1.635947484146527e-07, 1.7665438652038574, 3.7422924041748047, 2.6142117977142334, 0.10499364882707596, 0.0, 1.5257971286773682, 0.8421621918678284, 0.060417212545871735, 0.0, 1.9616622924804688, 0.723777174949646, 0.14516858756542206
17, 0.00018521513443485628, 0.00019655462671014503, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6656618118286133, 2.695554733276367, 0.005105209071189165, 0.006769503466784954, -2.540466547012329, 2.578355312347412, 0.0050588748417794704, 0.006669346243143082, 0.0, 3.6683437824249268, 0.40908169746398926, 0.6355594396591187, 0.0, 3.457383155822754, 0.40395423769950867, 0.6267767548561096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03035525232553482, 3.929513695766218e-05, 1.0050786158899427e-06, 1.7243527173995972, 3.6683437824249268, 2.559544563293457, 0.10077479481697083, 0.0, 1.4789633750915527, 0.800750732421875, 0.060770098119974136, 0.0, 1.9799045324325562, 0.730482280254364, 0.14145135879516602
18, 0.00018763304517672557, 0.00019933178425081286, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.659053325653076, 2.6885080337524414, 0.004860817454755306, 0.006666345521807671, -2.53564715385437, 2.571322202682495, 0.00481495400890708, 0.00656733987852931, 0.0, 3.5686042308807373, 0.3984127938747406, 0.5995060801506042, 0.0, 3.360276699066162, 0.39329397678375244, 0.5912618637084961, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03817757964134216, 6.543529889313504e-05, 1.8577778746475815e-06, 1.6599541902542114, 3.5686042308807373, 2.479994773864746, 0.09649388492107391, 0.0, 1.484776258468628, 0.8090692758560181, 0.060027845203876495, 0.0, 1.942753791809082, 0.6949982643127441, 0.1378742903470993
19, 0.00018608317143999312, 0.0001970981397974585, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6547679901123047, 2.7061684131622314, 0.00518213864415884, 0.006722921039909124, -2.5341551303863525, 2.589682102203369, 0.005135465878993273, 0.0066230460070073605, 0.0, 3.5161192417144775, 0.3916497826576233, 0.5778335928916931, 0.0, 3.307997703552246, 0.38654935359954834, 0.5699300765991211, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.027269180864095688, 3.404540257179178e-05, 7.94003312876157e-07, 1.6249574422836304, 3.5161192417144775, 2.432572603225708, 0.09408249706029892, 0.0, 1.4678571224212646, 0.802070677280426, 0.05909992381930351, 0.0, 1.9063071012496948, 0.6818205118179321, 0.133441761136055
20, 0.00018401250133870124, 0.0001950402258104092, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6408066749572754, 2.7043404579162598, 0.0049049765802919865, 0.006696802563965321, -2.518878936767578, 2.5872225761413574, 0.004858518484979868, 0.006596466060727835, 0.0, 3.440298557281494, 0.3823077380657196, 0.5517683625221252, 0.0, 3.2349624633789062, 0.3772091269493103, 0.5442399978637695, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04127117991447449, 7.832439587218687e-05, 2.3376921944873175e-06, 1.5792946815490723, 3.440298557281494, 2.375891923904419, 0.09016676992177963, 0.0, 1.4442501068115234, 0.788162112236023, 0.05820196121931076, 0.0, 1.87010657787323, 0.6589450836181641, 0.13063432276248932
21, 0.00018498870438604607, 0.00019643720505831052, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.648613691329956, 2.6928136348724365, 0.005104501266032457, 0.006732268258929253, -2.5292224884033203, 2.578035593032837, 0.005054984241724014, 0.006630677729845047, 0.0, 3.373415946960449, 0.3770825266838074, 0.5310892462730408, 0.0, 3.1732804775238037, 0.37197795510292053, 0.5236898064613342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024623703211545944, 2.9970111427246593e-05, 6.393592570930196e-07, 1.5422465801239014, 3.373415946960449, 2.327070713043213, 0.08761148899793625, 0.0, 1.416459083557129, 0.767939031124115, 0.05717429146170616, 0.0, 1.859028697013855, 0.6757857203483582, 0.12634393572807312
22, 0.00018536810759867624, 0.00019710000244260774, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.647664785385132, 2.6966147422790527, 0.004847818985581398, 0.006702054291963577, -2.525245189666748, 2.5753707885742188, 0.00480071734637022, 0.006600565742701292, 0.0, 3.313839912414551, 0.3685534596443176, 0.5094625949859619, 0.0, 3.111116647720337, 0.36345911026000977, 0.5024483799934387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.033891551196575165, 5.453723861137405e-05, 1.416219333805202e-06, 1.5017255544662476, 3.313839912414551, 2.2770683765411377, 0.08495741337537766, 0.0, 1.414721965789795, 0.7681645154953003, 0.05756286531686783, 0.0, 1.820725917816162, 0.6402472257614136, 0.12538698315620422
23, 0.0001828907053147223, 0.00019450635307116388, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.645043134689331, 2.6969141960144043, 0.004711452405899763, 0.006692717783153057, -2.524111032485962, 2.5745084285736084, 0.004664747975766659, 0.006591578014194965, 0.0, 3.239492416381836, 0.36306044459342957, 0.4868455231189728, 0.0, 3.039146661758423, 0.3580454885959625, 0.4800628423690796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03600218892097473, 6.16177057963796e-05, 1.6652975318720564e-06, 1.4600300788879395, 3.239492416381836, 2.2178783416748047, 0.08160506933927536, 0.0, 1.4070440530776978, 0.7647159099578857, 0.05673295259475708, 0.0, 1.8065474033355713, 0.6479483246803284, 0.12463214248418808
24, 0.00018185946952676538, 0.00019330064904766263, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6503255367279053, 2.704385757446289, 0.004961881320923567, 0.006703057326376438, -2.5334200859069824, 2.584378719329834, 0.004913985263556242, 0.006600941065698862, 0.0, 3.1878368854522705, 0.3555280268192291, 0.47133809328079224, 0.0, 2.991704225540161, 0.3505195081233978, 0.46483322978019714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0302572101354599, 4.2818668589461595e-05, 1.0458221595399664e-06, 1.4326568841934204, 3.1878368854522705, 2.1835386753082275, 0.07916824519634247, 0.0, 1.3978676795959473, 0.7588793635368347, 0.05708373337984085, 0.0, 1.755340814590454, 0.6128193736076355, 0.12184296548366547
25, 0.00018212080465126177, 0.00019381972556513529, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.64837646484375, 2.7098519802093506, 0.005002491641789675, 0.006717122159898281, -2.531329870223999, 2.5937108993530273, 0.004956827033311129, 0.006614998448640108, 0.0, 3.138744831085205, 0.34990349411964417, 0.4543273448944092, 0.0, 2.94377064704895, 0.3449365496635437, 0.4480568468570709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018501803278923035, 1.9059556507272646e-05, 3.475845176126313e-07, 1.3950780630111694, 3.138744831085205, 2.1380655765533447, 0.07846182584762573, 0.0, 1.3908754587173462, 0.7568948864936829, 0.05684699863195419, 0.0, 1.7370591163635254, 0.6040554642677307, 0.12319163233041763
26, 0.00018074224659003226, 0.00019304479360656161, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.652012586593628, 2.7112362384796143, 0.004815955646336079, 0.006730521563440561, -2.538003921508789, 2.5962092876434326, 0.004768450278788805, 0.00662614731118083, 0.0, 3.0660552978515625, 0.34827402234077454, 0.4371059536933899, 0.0, 2.876291275024414, 0.34325143694877625, 0.4307883083820343, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3559784889221191, 3.0660552978515625, 2.0847439765930176, 0.07447279244661331, 0.0, 1.391379475593567, 0.7620767951011658, 0.056789740920066833, 0.0, 1.7566769123077393, 0.6359193325042725, 0.12143199890851974
