epoch, train_loss, test_loss, x_train.min, x_train.max, x_train.mean, x_train.var, x_test.min, x_test.max, x_test.mean, x_test.var, y_train.min, y_train.max, y_train.mean, y_train.var, y_test.min, y_test.max, y_test.mean, y_test.var, z_train.min, z_train.max, z_train.mean, z_train.var, z_test.min, z_test.max, z_test.mean, z_test.var, z_train[0].min, z_train[0].max, z_train[0].mean, z_train[0].var, z_train[1].min, z_train[1].max, z_train[1].mean, z_train[1].var, z_train[2].min, z_train[2].max, z_train[2].mean, z_train[2].var, z_train[3].min, z_train[3].max, z_train[3].mean, z_train[3].var, z_train[4].min, z_train[4].max, z_train[4].mean, z_train[4].var, z_train[5].min, z_train[5].max, z_train[5].mean, z_train[5].var, z_train[6].min, z_train[6].max, z_train[6].mean, z_train[6].var, z_train[7].min, z_train[7].max, z_train[7].mean, z_train[7].var, z_train[8].min, z_train[8].max, z_train[8].mean, z_train[8].var, z_train[9].min, z_train[9].max, z_train[9].mean, z_train[9].var
187, 0.00014500766949977997, 0.0001760198661586179, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6777477264404297, 2.761291027069092, 0.005003214348107576, 0.006786676123738289, -2.573330879211426, 2.6415860652923584, 0.004970645997673273, 0.006685059517621994, 0.0, 2.6462056636810303, 0.3409023880958557, 0.33251291513442993, 0.0, 2.386789560317993, 0.3346424996852875, 0.32285046577453613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06971867382526398, 7.085230754455552e-05, 4.934709068038501e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5561723709106445, 1.295198678970337, 0.1479872465133667, 0.0, 1.986142635345459, 1.0910907983779907, 0.1525481939315796, 0.0, 2.6462056636810303, 1.0226637125015259, 0.2728734314441681
188, 0.0001451601914359196, 0.00017643273605518346, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.71653413772583, 2.767953872680664, 0.00495265144854784, 0.006857822649180889, -2.5837864875793457, 2.642892837524414, 0.0049171666614711285, 0.00675257109105587, 0.0, 2.6572763919830322, 0.3397060036659241, 0.3308981657028198, 0.0, 2.3721964359283447, 0.33320796489715576, 0.32104745507240295, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04174639284610748, 4.2425195715622976e-05, 1.7692991605144925e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5451698303222656, 1.2880839109420776, 0.14927276968955994, 0.0, 1.972113013267517, 1.0850460529327393, 0.15550237894058228, 0.0, 2.6572763919830322, 1.0238876342773438, 0.27337586879730225
189, 0.00014492470832121353, 0.00017621991535974287, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.681124448776245, 2.780808210372925, 0.004920381121337414, 0.0068237632513046265, -2.566892385482788, 2.6463863849639893, 0.004885819274932146, 0.006720135919749737, 0.0, 2.635586738586426, 0.33818987011909485, 0.3281320035457611, 0.0, 2.365375280380249, 0.3319030702114105, 0.3183729946613312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10578177869319916, 0.00010750180808827281, 1.1360175449226517e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5455973148345947, 1.2735016345977783, 0.15052565932273865, 0.0, 1.988463044166565, 1.0961260795593262, 0.15355412662029266, 0.0, 2.635586738586426, 1.012163519859314, 0.2731788158416748
190, 0.00014509844813283867, 0.00017657471542451076, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.734248161315918, 2.80172061920166, 0.004993402864784002, 0.006922613829374313, -2.6049602031707764, 2.673067569732666, 0.00495884707197547, 0.006814915686845779, 0.0, 2.6667375564575195, 0.34130367636680603, 0.3354342579841614, 0.0, 2.422783851623535, 0.3348248600959778, 0.3253626525402069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06561421602964401, 6.668111745966598e-05, 4.370782789919758e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6043171882629395, 1.3049442768096924, 0.1548292636871338, 0.0, 1.9928922653198242, 1.0930391550064087, 0.1560436338186264, 0.0, 2.6667375564575195, 1.0149866342544556, 0.2805356979370117
191, 0.000145905630211573, 0.00017791362543215567, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.662879467010498, 2.7314960956573486, 0.005075473804026842, 0.0066594709642231464, -2.519620895385742, 2.5849881172180176, 0.005036009009927511, 0.006558207795023918, 0.0, 2.6165311336517334, 0.3316367566585541, 0.32081207633018494, 0.0, 2.373671531677246, 0.32516589760780334, 0.31105363368988037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1316482573747635, 0.00015306903515011072, 1.7796081010601483e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5558576583862305, 1.2728224992752075, 0.15292410552501678, 0.0, 1.9696956872940063, 1.0741599798202515, 0.1602853387594223, 0.0, 2.6165311336517334, 0.9692322015762329, 0.28141507506370544
192, 0.00014526410370485903, 0.00017619499514576016, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.740018367767334, 2.8291940689086914, 0.004898176994174719, 0.006918313913047314, -2.5994248390197754, 2.6650948524475098, 0.004860812332481146, 0.006814355030655861, 0.0, 2.6950626373291016, 0.34384089708328247, 0.340047687292099, 0.0, 2.4372522830963135, 0.3373802602291107, 0.3299756944179535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.042896371334791183, 4.359387457952835e-05, 1.8681184883462265e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6130447387695312, 1.3099740743637085, 0.15896044671535492, 0.0, 1.9676141738891602, 1.0745019912719727, 0.15906348824501038, 0.0, 2.6950626373291016, 1.0538893938064575, 0.28344738483428955
193, 0.0001451942271825562, 0.00017655395895121542, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6684892177581787, 2.7471251487731934, 0.004953812342137098, 0.006743260193616152, -2.548804521560669, 2.607361316680908, 0.00491818692535162, 0.0066440817900002, 0.0, 2.6622798442840576, 0.3374795913696289, 0.32748672366142273, 0.0, 2.362312078475952, 0.3310849666595459, 0.31758901476860046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07630031555891037, 7.75409716879949e-05, 5.910388154006796e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.534416913986206, 1.2577636241912842, 0.15132740139961243, 0.0, 2.007296562194824, 1.1079505681991577, 0.15644346177577972, 0.0, 2.6622798442840576, 1.0090042352676392, 0.2784018814563751
194, 0.00014446603928832717, 0.00017611811465651888, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.691044807434082, 2.790255308151245, 0.00499329436570406, 0.006825812626630068, -2.5534160137176514, 2.6395649909973145, 0.004961282480508089, 0.006725302431732416, 0.0, 2.679600477218628, 0.33841052651405334, 0.3305407166481018, 0.0, 2.4054181575775146, 0.3320072591304779, 0.32044878602027893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07874193787574768, 8.002229151315987e-05, 6.29470696367207e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.574146270751953, 1.2907953262329102, 0.1564648151397705, 0.0, 1.9707684516906738, 1.0710151195526123, 0.16171950101852417, 0.0, 2.679600477218628, 1.022214651107788, 0.27428436279296875
195, 0.00014488428511194945, 0.0001764628856122963, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6915037631988525, 2.80998158454895, 0.004896285478025675, 0.006829745136201382, -2.580509901046753, 2.6587984561920166, 0.004858408123254776, 0.0067258961498737335, 0.0, 2.7455453872680664, 0.34663766622543335, 0.34508219361305237, 0.0, 2.4517412185668945, 0.3401075005531311, 0.33466777205467224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15897570550441742, 0.00016855412104632705, 2.570394099166151e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.604224920272827, 1.3201935291290283, 0.15726864337921143, 0.0, 1.9909248352050781, 1.0872492790222168, 0.15950821340084076, 0.0, 2.7455453872680664, 1.0587650537490845, 0.2895905375480652
196, 0.0001444132819703621, 0.00017631759810757378, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.7006208896636963, 2.7555243968963623, 0.004901701118797064, 0.006856243591755629, -2.577695846557617, 2.6430535316467285, 0.004865644033998251, 0.006754185073077679, 0.0, 2.6877481937408447, 0.34384074807167053, 0.3405575454235077, 0.0, 2.426677703857422, 0.3372907042503357, 0.33023524284362793, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1070323958992958, 0.00010877275781240314, 1.163037904916564e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5909423828125, 1.2942922115325928, 0.158637136220932, 0.0, 2.0251030921936035, 1.1031452417373657, 0.1708119958639145, 0.0, 2.6877481937408447, 1.0408610105514526, 0.28286561369895935
197, 0.00014582206637076125, 0.00017717280966983123, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6827504634857178, 2.7622568607330322, 0.005012231413275003, 0.006775883957743645, -2.557051420211792, 2.6464426517486572, 0.00496976962313056, 0.0066707259975373745, 0.0, 2.751624345779419, 0.34914064407348633, 0.34627315402030945, 0.0, 2.434983968734741, 0.34253618121147156, 0.3357781767845154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11995051056146622, 0.00012190092820674181, 1.4607217963202856e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5685768127441406, 1.271564245223999, 0.1563403606414795, 0.0, 2.0388906002044678, 1.125591516494751, 0.15623007714748383, 0.0, 2.751624345779419, 1.0941286087036133, 0.28818920254707336
198, 0.00014438476790655102, 0.00017660284948221036, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6909682750701904, 2.737661361694336, 0.005073884967714548, 0.006742512807250023, -2.568415641784668, 2.619812250137329, 0.0050345552153885365, 0.006640515755861998, 0.0, 2.6654715538024902, 0.3452273905277252, 0.34398123621940613, 0.0, 2.459904432296753, 0.338501513004303, 0.33350494503974915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17604003846645355, 0.00018496216216590255, 3.149591793771833e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.652050018310547, 1.3165578842163086, 0.16264104843139648, 0.0, 2.0405430793762207, 1.1156560182571411, 0.17023256421089172, 0.0, 2.6654715538024902, 1.0198750495910645, 0.28056880831718445
199, 0.00014461233738215443, 0.00017669920729590594, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.678126335144043, 2.7457797527313232, 0.004924108274281025, 0.006676149554550648, -2.5416252613067627, 2.622697591781616, 0.004890402778983116, 0.006576131097972393, 0.0, 2.72751522064209, 0.34573128819465637, 0.34664997458457947, 0.0, 2.4993858337402344, 0.3390734791755676, 0.33620837330818176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16742585599422455, 0.00017014822515193373, 2.845826566044707e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.678901195526123, 1.3431541919708252, 0.16291868686676025, 0.0, 1.9987457990646362, 1.0769215822219849, 0.162149116396904, 0.0, 2.72751522064209, 1.037067174911499, 0.29737356305122375
200, 0.0001445867707318725, 0.0001765696759661281, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6893625259399414, 2.7406787872314453, 0.004895102698355913, 0.006730388384312391, -2.5462090969085693, 2.6067819595336914, 0.00486197043210268, 0.006630142219364643, 0.0, 2.682391881942749, 0.34959322214126587, 0.3506351113319397, 0.0, 2.4696412086486816, 0.34301942586898804, 0.3401116728782654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18364278972148895, 0.00018929014913737774, 3.424417809583247e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.650740385055542, 1.335082769393921, 0.16224808990955353, 0.0, 2.0482072830200195, 1.121752142906189, 0.16179919242858887, 0.0, 2.682391881942749, 1.0389082431793213, 0.28431981801986694
201, 0.00014387265690583433, 0.00017698660797659096, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6771812438964844, 2.757516860961914, 0.004760612268000841, 0.006712872069329023, -2.558216094970703, 2.6389389038085938, 0.004729588516056538, 0.006610916927456856, 0.0, 2.760266065597534, 0.3498940169811249, 0.35316282510757446, 0.0, 2.473313331604004, 0.3431517779827118, 0.34236714243888855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18689846992492676, 0.0001899374765343964, 3.546295192791149e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6499650478363037, 1.323920726776123, 0.16405552625656128, 0.0, 2.068584442138672, 1.1282206773757935, 0.1679116040468216, 0.0, 2.760266065597534, 1.046608567237854, 0.30284589529037476
202, 0.00014513537273041873, 0.0001770718975799022, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.745774507522583, 2.8006699085235596, 0.005066856741905212, 0.006995190866291523, -2.598839044570923, 2.6847124099731445, 0.005026343744248152, 0.006885217502713203, 0.0, 2.810190200805664, 0.354051798582077, 0.3612540066242218, 0.0, 2.51432728767395, 0.3472152650356293, 0.3498500883579254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21865597367286682, 0.00022372098464984447, 4.854003054788336e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.704927444458008, 1.3419623374938965, 0.1722603142261505, 0.0, 2.04872989654541, 1.1138365268707275, 0.17539891600608826, 0.0, 2.810190200805664, 1.0844953060150146, 0.30073386430740356
203, 0.00014336843824873458, 0.00017569375762004194, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.7283389568328857, 2.741520404815674, 0.004961485508829355, 0.006757849827408791, -2.570476770401001, 2.6209402084350586, 0.004924586042761803, 0.006656304467469454, 0.0, 2.762600898742676, 0.34954968094825745, 0.35384973883628845, 0.0, 2.5182385444641113, 0.3427928388118744, 0.3430788516998291, 0.0, 0.0, 0.0, 0.0, 0.0, 0.246792271733284, 0.00029892378370277584, 6.240665970835835e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7130749225616455, 1.3388996124267578, 0.17281121015548706, 0.0, 2.0689828395843506, 1.106200098991394, 0.17224933207035065, 0.0, 2.762600898742676, 1.0500984191894531, 0.296187162399292
204, 0.00014331261485406175, 0.00017717827267176283, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6932015419006348, 2.7460010051727295, 0.004932682495564222, 0.006738082505762577, -2.560530662536621, 2.6129281520843506, 0.00489896722137928, 0.006639142986387014, 0.0, 2.7477076053619385, 0.3500458896160126, 0.35408782958984375, 0.0, 2.5079240798950195, 0.3433836102485657, 0.3432266414165497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16995897889137268, 0.0001727225462673232, 2.9325914510991424e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.692748785018921, 1.3400005102157593, 0.17058132588863373, 0.0, 2.0542678833007812, 1.1181498765945435, 0.17103062570095062, 0.0, 2.7477076053619385, 1.0421355962753296, 0.29265132546424866
205, 0.00014337244274651223, 0.00017675366860765175, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6829309463500977, 2.7627339363098145, 0.004956511314958334, 0.006773316767066717, -2.5438218116760254, 2.625584602355957, 0.004918886814266443, 0.0066713811829686165, 0.0, 2.7625200748443604, 0.34506911039352417, 0.3473309278488159, 0.0, 2.4609529972076416, 0.33838462829589844, 0.3364839255809784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2432716190814972, 0.00024722726084291935, 6.008225682307966e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.634735107421875, 1.304817795753479, 0.16857759654521942, 0.0, 2.065068483352661, 1.1187368631362915, 0.174068421125412, 0.0, 2.7625200748443604, 1.0268892049789429, 0.3127068281173706
206, 0.00014290921411352095, 0.0001758906014956443, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.686828374862671, 2.741650342941284, 0.004843984730541706, 0.006713016889989376, -2.5588791370391846, 2.6094348430633545, 0.0048041376285254955, 0.006616349797695875, 0.0, 2.809812545776367, 0.3486889898777008, 0.35097000002861023, 0.0, 2.4849376678466797, 0.342205673456192, 0.3402201533317566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31718045473098755, 0.0005062586278654635, 0.00010540772200329229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6643409729003906, 1.3191554546356201, 0.17054785788059235, 0.0, 2.032848834991455, 1.1011793613433838, 0.16153542697429657, 0.0, 2.809812545776367, 1.0660487413406372, 0.30412453413009644
207, 0.00014317709901956918, 0.0001766577828438892, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6707863807678223, 2.7289884090423584, 0.004927823785692453, 0.006637578830122948, -2.5370066165924072, 2.612495183944702, 0.00489084143191576, 0.006535997148603201, 0.0, 2.8388826847076416, 0.35556915402412415, 0.3642359673976898, 0.0, 2.522879123687744, 0.34884005784988403, 0.3529576361179352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20621690154075623, 0.0002095700183417648, 4.317296406952664e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7078583240509033, 1.3411520719528198, 0.17528264224529266, 0.0, 2.083101511001587, 1.1309561729431152, 0.1775774508714676, 0.0, 2.8388826847076416, 1.083373785018921, 0.3023010194301605
208, 0.00014568132131144676, 0.00017876404645659667, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.7444534301757812, 2.799816608428955, 0.004861522000283003, 0.006875079125165939, -2.609818458557129, 2.665472984313965, 0.004828833509236574, 0.0067746140994131565, 0.0, 2.795612335205078, 0.3558747470378876, 0.3700423538684845, 0.0, 2.601865291595459, 0.3493609130382538, 0.3595110774040222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2263047993183136, 0.00022998455096967518, 5.1993712986586615e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.795612335205078, 1.3855143785476685, 0.1830623894929886, 0.0, 2.124903678894043, 1.1584653854370117, 0.17619962990283966, 0.0, 2.7937800884246826, 1.0145378112792969, 0.31659892201423645
209, 0.00014301215743786104, 0.00017641439070410238, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.7137932777404785, 2.7895288467407227, 0.004942337051033974, 0.006882472895085812, -2.5806424617767334, 2.662243366241455, 0.004905941896140575, 0.0067804898135364056, 0.0, 2.810180902481079, 0.3572327792644501, 0.3673647344112396, 0.0, 2.537325382232666, 0.3505520522594452, 0.3562478721141815, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27048903703689575, 0.00027488722116686404, 7.42784104659222e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7322540283203125, 1.3543627262115479, 0.17614763975143433, 0.0, 2.10427188873291, 1.1456218957901, 0.17552465200424194, 0.0, 2.810180902481079, 1.0720679759979248, 0.30197542905807495
210, 0.00014272180863379735, 0.00017604535472545227, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.725372791290283, 2.7577760219573975, 0.00506244134157896, 0.006783256772905588, -2.563321828842163, 2.6299116611480713, 0.0050221094861626625, 0.006680329330265522, 0.0, 2.8547747135162354, 0.36135122179985046, 0.3749048411846161, 0.0, 2.572606086730957, 0.35448241233825684, 0.363442063331604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3237561881542206, 0.00032902052043937147, 0.00010641417611623183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7579948902130127, 1.3741185665130615, 0.17999422550201416, 0.0, 2.0919651985168457, 1.1335290670394897, 0.17322282493114471, 0.0, 2.8547747135162354, 1.1055355072021484, 0.30617329478263855
211, 0.0001436112574216478, 0.00017803057124819304, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.6545143127441406, 2.7294743061065674, 0.00486336462199688, 0.006586568430066109, -2.521937608718872, 2.5885629653930664, 0.004829037468880415, 0.006492065731436014, 0.0, 2.8362650871276855, 0.35331347584724426, 0.3621916174888611, 0.0, 2.5201404094696045, 0.3464564085006714, 0.35106465220451355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3343733847141266, 0.0003398103581275791, 0.00011350807471899316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7095189094543457, 1.3382080793380737, 0.17578767240047455, 0.0, 2.0914928913116455, 1.1378414630889893, 0.17537707090377808, 0.0, 2.8362650871276855, 1.0567454099655151, 0.31674715876579285
212, 0.00014327496301564502, 0.000177131803437492, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.747579336166382, 2.7830862998962402, 0.005052783992141485, 0.0068843187764286995, -2.5926403999328613, 2.6405346393585205, 0.005021377000957727, 0.006786613259464502, 0.0, 2.876913070678711, 0.36445122957229614, 0.38328391313552856, 0.0, 2.6167151927948, 0.3575616478919983, 0.371909499168396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42535439133644104, 0.0009885398903861642, 0.00020489111193455756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.827780246734619, 1.398992657661438, 0.18859025835990906, 0.0, 2.132650375366211, 1.1515717506408691, 0.17798276245594025, 0.0, 2.876913070678711, 1.0929595232009888, 0.3164483606815338
213, 0.00014325315442704784, 0.00017690458628386865, -2.80045, 2.78271, 0.004942446257475577, 0.00692420832313059, -2.615, 2.59069, 0.00492179981229223, 0.006842062072195578, -2.7312698364257812, 2.763416290283203, 0.004941171500831842, 0.006868191063404083, -2.5690605640411377, 2.637953519821167, 0.004903438501060009, 0.006763268727809191, 0.0, 2.8667423725128174, 0.3583875000476837, 0.37289464473724365, 0.0, 2.567225694656372, 0.35129186511039734, 0.3610401451587677, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21579192578792572, 0.00021930073853582144, 4.7275239921873435e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7498939037323, 1.3757579326629639, 0.18165025115013123, 0.0, 2.0695486068725586, 1.106201410293579, 0.18681024014949799, 0.0, 2.8667423725128174, 1.101696491241455, 0.31472787261009216
